"city08","co2TailpipeGpm","cylinders","displ","drive","fuelType1","highway08","trany","VClass","year","tCharger","sCharger","startStop"
15,522.7647058824,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
14,522.7647058824,8,5.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,522.7647058824,8,5.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,493.7222222222,6,3.8,"Front-Wheel Drive","Premium Gasoline",22,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
17,444.35,6,3.4,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,467.7368421053,6,3.9,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Minivan",2007,"N","N","N"
19,423.1904761905,4,2.2,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
20,403.9545454545,4,2.2,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Sport Utility Vehicle",2007,"N","N","N"
23,341.8076923077,4,2.4,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Sport Utility Vehicle",2007,"N","N","Y"
17,467.7368421053,6,2.7,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,493.7222222222,6,2.7,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Sport Utility Vehicle",2007,"N","N","N"
23,341.8076923077,4,1.6,"Rear-Wheel Drive","Regular Gasoline",31,"Automatic","SubCompact Car",1985,"N","N","N"
16,467.7368421053,8,5,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
15,493.7222222222,5,2.5,"Front-Wheel Drive","Premium Gasoline",21,"Automatic","Sport Utility Vehicle",2007,"Y","N","N"
15,522.7647058824,6,3.2,"Front-Wheel Drive","Premium Gasoline",21,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,555.4375,6,3.6,"4-Wheel Drive","Premium Gasoline",18,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
13,555.4375,8,5.3,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,493.7222222222,6,3.5,"4-Wheel Drive","Regular Gasoline",21,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,592.4666666667,5,3.7,"4-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",2007,"N","N","N"
17,467.7368421053,6,3.4,"4-Wheel Drive","Regular Gasoline",23,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
13,555.4375,8,5.3,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,592.4666666667,5,3.7,"4-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",2007,"N","N","N"
13,555.4375,8,5.3,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,467.7368421053,8,5,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
14,592.4666666667,5,3.7,"4-Wheel Drive","Regular Gasoline",18,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,592.4666666667,5,3.7,"4-Wheel Drive","Regular Gasoline",18,"Manual","Sport Utility Vehicle",2007,"N","N","N"
15,522.7647058824,6,3.5,"4-Wheel Drive","Premium Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
13,634.7857142857,8,5,"4-Wheel Drive","Premium Gasoline",17,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
11,740.5833333333,8,6.2,"4-Wheel Drive","Premium Gasoline",14,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
15,555.4375,6,3.5,"4-Wheel Drive","Premium Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
12,634.7857142857,8,5,"4-Wheel Drive","Premium Gasoline",18,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
11,740.5833333333,8,6.2,"4-Wheel Drive","Premium Gasoline",15,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
15,522.7647058824,6,3.8,"4-Wheel Drive","Premium Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
17,467.7368421053,6,3.4,"4-Wheel Drive","Regular Gasoline",23,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
15,522.7647058824,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
13,555.4375,8,5.3,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
18,423.1904761905,4,2.5,"4-Wheel Drive","Premium Gasoline",24,"Manual","Sport Utility Vehicle",2007,"Y","N","N"
17,444.35,4,2.5,"4-Wheel Drive","Premium Gasoline",24,"Automatic","Sport Utility Vehicle",2007,"Y","N","N"
17,467.7368421053,6,2.7,"4-Wheel Drive","Regular Gasoline",21,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,493.7222222222,6,2.7,"4-Wheel Drive","Regular Gasoline",21,"Manual","Sport Utility Vehicle",2007,"N","N","N"
12,634.7857142857,8,4.2,"4-Wheel Drive","Premium Gasoline",17,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
16,467.7368421053,5,2.5,"4-Wheel Drive","Premium Gasoline",23,"Automatic","Sport Utility Vehicle",2007,"Y","N","N"
15,522.7647058824,5,2.5,"4-Wheel Drive","Premium Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"Y","N","N"
14,522.7647058824,6,3.2,"4-Wheel Drive","Premium Gasoline",20,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
13,592.4666666667,8,4.4,"4-Wheel Drive","Premium Gasoline",19,"Automatic","Sport Utility Vehicle",2007,"N","N","N"
14,555.4375,8,5,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
17,467.7368421053,6,2.5,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Compact Car",2007,"N","N","N"
17,467.7368421053,6,2.5,"Rear-Wheel Drive","Premium Gasoline",23,"Manual","Compact Car",2007,"N","N","N"
15,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2007,"N","N","N"
19,403.9545454545,6,3.5,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2007,"N","N","N"
18,403.9545454545,6,3.5,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Large Car",2007,"N","N","N"
15,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2007,"N","N","N"
15,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2007,"N","N","N"
12,634.7857142857,8,5.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Cargo Van",2007,"N","N","N"
12,634.7857142857,8,5.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Cargo Van",2007,"N","N","N"
13,634.7857142857,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Cargo Van",2007,"N","N","N"
15,522.7647058824,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1986,"N","N","N"
13,634.7857142857,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Passenger Van",2007,"N","N","N"
13,592.4666666667,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Cargo Van",2007,"N","N","N"
13,634.7857142857,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Cargo Van",2007,"N","N","N"
13,634.7857142857,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Passenger Van",2007,"N","N","N"
13,592.4666666667,8,5.3,"4-Wheel Drive","Regular Gasoline",17,"Automatic","Cargo Van",2007,"N","N","N"
12,634.7857142857,8,5.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Passenger Van",2007,"N","N","N"
12,634.7857142857,8,5.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Passenger Van",2007,"N","N","N"
16,467.7368421053,6,3.9,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Minivan",2007,"N","N","N"
20,403.9545454545,4,1.6,"Front-Wheel Drive","Premium Gasoline",27,"Manual","Two Seater",2006,"N","Y","N"
19,423.1904761905,4,2.4,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Two Seater",2006,"N","N","N"
19,423.1904761905,4,2.5,"Rear-Wheel Drive","Regular Gasoline",26,"Automatic","Small Pickup Truck",1986,"N","N","N"
14,555.4375,8,4.6,"Rear-Wheel Drive","Premium Gasoline",20,"Manual","SubCompact Car",2006,"N","Y","N"
11,740.5833333333,8,5.4,"Rear-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"Rear-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"Rear-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"Rear-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"4-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"4-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5.4,"4-Wheel Drive","Premium Gasoline",14,"Automatic","Standard Pickup Truck",2006,"N","Y","N"
11,740.5833333333,8,5,"4-Wheel Drive","Premium Gasoline",13,"Automatic","Sport Utility Vehicle",2006,"N","N","N"
11,740.5833333333,8,5.4,"4-Wheel Drive","Premium Gasoline",13,"Automatic","Sport Utility Vehicle",2006,"N","Y","N"
20,403.9545454545,4,2.5,"Rear-Wheel Drive","Regular Gasoline",25,"Manual","Small Pickup Truck",1986,"N","N","N"
12,592.4666666667,8,4.3,"Rear-Wheel Drive","Premium Gasoline",19,"Manual","Two Seater",2007,"N","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Manual","Two Seater",2007,"N","N","N"
18,403.9545454545,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Automatic","Two Seater",2007,"N","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Manual","Two Seater",2007,"N","N","N"
18,403.9545454545,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Automatic","Two Seater",2007,"N","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Manual","Two Seater",2007,"N","N","N"
18,403.9545454545,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Automatic","Two Seater",2007,"N","N","N"
15,522.7647058824,6,3.2,"Rear-Wheel Drive","Premium Gasoline",22,"Manual","Two Seater",2007,"N","N","N"
15,522.7647058824,6,3.2,"Rear-Wheel Drive","Premium Gasoline",22,"Manual","Two Seater",2007,"N","N","N"
16,467.7368421053,8,6,"Rear-Wheel Drive","Premium Gasoline",26,"Manual","Two Seater",2007,"N","N","N"
21,370.2916666667,4,2.5,"Rear-Wheel Drive","Regular Gasoline",28,"Manual","Small Pickup Truck",1986,"N","N","N"
15,467.7368421053,8,6,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","Two Seater",2007,"N","N","N"
19,423.1904761905,6,3.2,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","Two Seater",2007,"N","N","N"
15,493.7222222222,6,3.2,"Rear-Wheel Drive","Premium Gasoline",23,"Manual","Two Seater",2007,"N","N","N"
19,423.1904761905,6,3.2,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","Two Seater",2007,"N","N","N"
15,493.7222222222,6,3.2,"Rear-Wheel Drive","Premium Gasoline",23,"Manual","Two Seater",2007,"N","N","N"
11,683.6153846154,8,4.3,"Rear-Wheel Drive","Premium Gasoline",16,"Automatic","Two Seater",2007,"N","N","N"
11,683.6153846154,8,4.3,"Rear-Wheel Drive","Premium Gasoline",16,"Manual","Two Seater",2007,"N","N","N"
10,740.5833333333,12,5.9,"Rear-Wheel Drive","Premium Gasoline",14,"Automatic","Two Seater",2007,"N","N","N"
10,807.9090909091,12,5.9,"Rear-Wheel Drive","Premium Gasoline",14,"Manual","Two Seater",2007,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Premium Gasoline",24,"Manual","Two Seater",2007,"N","N","N"
16,493.7222222222,6,2.8,"Rear-Wheel Drive","Regular Gasoline",21,"Automatic","Small Pickup Truck",1986,"N","N","N"
20,403.9545454545,4,1.8,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","Two Seater",2007,"N","Y","N"
11,683.6153846154,12,5.9,"Rear-Wheel Drive","Premium Gasoline",18,"Automatic","MiniCompact Car",2007,"N","N","N"
10,740.5833333333,12,5.9,"Rear-Wheel Drive","Premium Gasoline",16,"Manual","MiniCompact Car",2007,"N","N","N"
11,683.6153846154,12,5.9,"Rear-Wheel Drive","Premium Gasoline",17,"Automatic","MiniCompact Car",2007,"N","N","N"
10,740.5833333333,12,5.9,"Rear-Wheel Drive","Premium Gasoline",16,"Manual","MiniCompact Car",2007,"N","N","N"
16,467.7368421053,8,4.3,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","MiniCompact Car",2007,"N","N","N"
15,493.7222222222,6,3.6,"Rear-Wheel Drive","Premium Gasoline",22,"Manual","MiniCompact Car",2007,"N","N","N"
15,493.7222222222,6,3.6,"Rear-Wheel Drive","Premium Gasoline",22,"Manual","MiniCompact Car",2007,"N","N","N"
10,807.9090909091,8,6.7,"Rear-Wheel Drive","Premium Gasoline",15,"Automatic","SubCompact Car",2007,"Y","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Manual","SubCompact Car",2007,"N","N","N"
16,493.7222222222,6,2.8,"Rear-Wheel Drive","Regular Gasoline",21,"Manual","Small Pickup Truck",1986,"N","N","N"
18,403.9545454545,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Automatic","SubCompact Car",2007,"N","N","N"
17,444.35,6,3,"4-Wheel Drive","Premium Gasoline",26,"Manual","SubCompact Car",2007,"N","N","N"
17,444.35,6,3,"4-Wheel Drive","Premium Gasoline",25,"Automatic","SubCompact Car",2007,"N","N","N"
17,444.35,6,3,"Rear-Wheel Drive","Premium Gasoline",26,"Manual","SubCompact Car",2007,"Y","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",26,"Automatic","SubCompact Car",2007,"Y","N","N"
15,493.7222222222,8,4.8,"Rear-Wheel Drive","Premium Gasoline",22,"Manual","SubCompact Car",2007,"N","N","N"
15,493.7222222222,8,4.8,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","SubCompact Car",2007,"N","N","N"
14,555.4375,8,4.8,"Rear-Wheel Drive","Premium Gasoline",20,"Automatic","SubCompact Car",2007,"N","N","N"
13,592.4666666667,8,4.8,"Rear-Wheel Drive","Premium Gasoline",19,"Automatic","SubCompact Car",2007,"N","N","N"
11,683.6153846154,10,5,"Rear-Wheel Drive","Premium Gasoline",17,"Automatic","SubCompact Car",2007,"N","N","N"
25,329.1481481481,4,1.6,"Rear-Wheel Drive","Regular Gasoline",31,"Manual","SubCompact Car",1985,"N","N","N"
15,493.7222222222,6,2.8,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1986,"N","N","N"
11,683.6153846154,10,5,"Rear-Wheel Drive","Premium Gasoline",17,"Automatic","SubCompact Car",2007,"N","N","N"
20,386.3913043478,4,2,"Front-Wheel Drive","Premium Gasoline",28,"Manual","SubCompact Car",2007,"N","Y","N"
25,306.4482758621,4,1.8,"Front-Wheel Drive","Regular Gasoline",36,"Automatic","SubCompact Car",2007,"N","N","N"
26,306.4482758621,4,1.8,"Front-Wheel Drive","Regular Gasoline",34,"Manual","SubCompact Car",2007,"N","N","N"
20,386.3913043478,4,2,"Front-Wheel Drive","Premium Gasoline",29,"Manual","SubCompact Car",2007,"N","N","N"
17,444.35,6,3.5,"Rear-Wheel Drive","Premium Gasoline",23,"Manual","SubCompact Car",2007,"N","N","N"
16,467.7368421053,6,3.5,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","SubCompact Car",2007,"N","N","N"
18,423.1904761905,6,2.5,"Rear-Wheel Drive","Premium Gasoline",26,"Manual","SubCompact Car",2007,"N","N","N"
21,370.2916666667,6,2.5,"Rear-Wheel Drive","Premium Gasoline",29,"Automatic","SubCompact Car",2007,"N","N","N"
20,403.9545454545,6,2.5,"4-Wheel Drive","Premium Gasoline",26,"Automatic","SubCompact Car",2007,"N","N","N"
23,355.48,4,2,"Rear-Wheel Drive","Regular Gasoline",29,"Manual","Small Pickup Truck",1986,"N","N","N"
19,423.1904761905,6,3.5,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","SubCompact Car",2007,"N","N","N"
18,423.1904761905,4,2,"Front-Wheel Drive","Premium Gasoline",27,"Manual","SubCompact Car",2007,"Y","N","N"
18,423.1904761905,4,2,"Front-Wheel Drive","Premium Gasoline",27,"Automatic","SubCompact Car",2007,"Y","N","N"
16,467.7368421053,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Manual","SubCompact Car",2007,"Y","N","N"
15,493.7222222222,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","SubCompact Car",2007,"Y","N","N"
19,403.9545454545,6,3.2,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","SubCompact Car",2007,"N","N","N"
19,403.9545454545,4,2.4,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2007,"N","N","N"
20,386.3913043478,4,2.4,"Front-Wheel Drive","Premium Gasoline",28,"Automatic","Compact Car",2007,"N","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2007,"N","N","N"
18,403.9545454545,6,3,"Rear-Wheel Drive","Premium Gasoline",28,"Automatic","Compact Car",2007,"N","N","N"
18,467.7368421053,4,2.4,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Small Pickup Truck",1986,"N","N","N"
17,444.35,6,3,"4-Wheel Drive","Premium Gasoline",26,"Manual","Compact Car",2007,"N","N","N"
17,444.35,6,3,"4-Wheel Drive","Premium Gasoline",25,"Automatic","Compact Car",2007,"N","N","N"
17,444.35,6,3,"Rear-Wheel Drive","Premium Gasoline",26,"Manual","Compact Car",2007,"Y","N","N"
18,423.1904761905,6,3,"Rear-Wheel Drive","Premium Gasoline",26,"Automatic","Compact Car",2007,"Y","N","N"
17,467.7368421053,4,2.4,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Compact Car",2007,"Y","N","N"
19,423.1904761905,4,2.4,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Compact Car",2007,"N","N","N"
19,423.1904761905,4,2.4,"Front-Wheel Drive","Premium Gasoline",25,"Manual","Compact Car",2007,"Y","N","N"
19,403.9545454545,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Compact Car",2007,"N","N","N"
24,341.8076923077,4,1.8,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Small Station Wagon",2007,"N","N","N"
23,370.2916666667,4,2,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Small Station Wagon",2007,"N","N","N"
19,423.1904761905,4,2.4,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1986,"N","N","N"
21,386.3913043478,4,2.4,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Small Station Wagon",2007,"N","N","N"
23,355.48,4,2.4,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Small Station Wagon",2007,"N","N","N"
20,403.9545454545,4,2.4,"4-Wheel Drive","Regular Gasoline",24,"Automatic","Small Station Wagon",2007,"N","N","N"
40,211.5952380952,4,1.3,"Front-Wheel Drive","Regular Gasoline",45,"Automatic","Compact Car",2007,"N","N","Y"
25,306.4482758621,4,1.6,"Front-Wheel Drive","Regular Gasoline",35,"Automatic","Compact Car",2007,"N","N","N"
27,306.4482758621,4,1.6,"Front-Wheel Drive","Regular Gasoline",32,"Manual","Compact Car",2007,"N","N","N"
14,555.4375,8,5.5,"Rear-Wheel Drive","Premium Gasoline",21,"Automatic","Compact Car",2007,"N","N","N"
22,355.48,4,2,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Compact Car",2007,"N","N","N"
23,341.8076923077,4,2,"Front-Wheel Drive","Regular Gasoline",31,"Manual","Compact Car",2007,"N","N","N"
26,377.037037037,4,2.5,"Rear-Wheel Drive","Diesel",30,"Manual","Small Pickup Truck",1986,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2007,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Premium Gasoline",28,"Automatic","Compact Car",2007,"Y","N","N"
16,467.7368421053,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Compact Car",2007,"Y","N","N"
15,493.7222222222,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Compact Car",2007,"Y","N","N"
20,386.3913043478,4,2,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2007,"N","Y","N"
22,370.2916666667,4,2.3,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Compact Car",2007,"N","N","N"
22,370.2916666667,4,2.3,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Compact Car",2007,"N","N","N"
21,386.3913043478,4,2.3,"4-Wheel Drive","Regular Gasoline",26,"Automatic","Compact Car",2007,"N","N","N"
26,306.4482758621,4,1.8,"Front-Wheel Drive","Regular Gasoline",35,"Automatic","Compact Car",2007,"N","N","N"
28,286.6774193548,4,1.8,"Front-Wheel Drive","Regular Gasoline",37,"Manual","Compact Car",2007,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Small Pickup Truck",1986,"N","N","N"
16,467.7368421053,6,3.5,"4-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
18,423.1904761905,6,3.2,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
18,423.1904761905,6,3.5,"Front-Wheel Drive","Premium Gasoline",27,"Manual","Midsize Car",2007,"N","N","N"
17,444.35,6,3.5,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
14,555.4375,10,5.2,"4-Wheel Drive","Premium Gasoline",19,"Automatic","Midsize Car",2007,"N","N","N"
13,592.4666666667,10,5.2,"4-Wheel Drive","Premium Gasoline",19,"Automatic","Midsize Car",2007,"N","N","N"
10,807.9090909091,8,6.7,"Rear-Wheel Drive","Premium Gasoline",15,"Automatic","Midsize Car",2007,"Y","N","N"
11,683.6153846154,10,5,"Rear-Wheel Drive","Premium Gasoline",17,"Manual","Midsize Car",2007,"N","N","N"
11,683.6153846154,10,5,"Rear-Wheel Drive","Premium Gasoline",17,"Automatic","Midsize Car",2007,"N","N","N"
14,555.4375,8,4.6,"4-Wheel Drive","Premium Gasoline",21,"Automatic","Midsize Car",2007,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1986,"N","N","N"
21,370.2916666667,4,2.4,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2007,"N","N","N"
9,807.9090909091,12,5.7,"Rear-Wheel Drive","Premium Gasoline",16,"Automatic","Midsize Car",2007,"N","N","N"
10,740.5833333333,12,5.7,"Rear-Wheel Drive","Premium Gasoline",15,"Manual","Midsize Car",2007,"N","N","N"
20,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2007,"N","N","N"
20,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize Car",2007,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
17,467.7368421053,6,3,"4-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
21,355.48,4,2.4,"Front-Wheel Drive","Regular Gasoline",31,"Automatic","Midsize Car",2007,"N","N","N"
23,341.8076923077,4,2.4,"Front-Wheel Drive","Regular Gasoline",31,"Manual","Midsize Car",2007,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
16,493.7222222222,6,3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Small Pickup Truck",1986,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2007,"N","N","N"
24,329.1481481481,6,3,"Front-Wheel Drive","Regular Gasoline",32,"Automatic","Midsize Car",2007,"N","N","Y"
25,317.3928571429,4,2,"Front-Wheel Drive","Regular Gasoline",33,"Automatic","Midsize Car",2007,"N","N","N"
24,329.1481481481,4,2,"Front-Wheel Drive","Regular Gasoline",33,"Manual","Midsize Car",2007,"N","N","N"
17,444.35,6,3.5,"Rear-Wheel Drive","Premium Gasoline",25,"Manual","Midsize Car",2007,"N","N","N"
17,444.35,6,3.5,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
17,467.7368421053,6,3.5,"4-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2007,"N","N","N"
21,355.48,4,2.4,"Front-Wheel Drive","Regular Gasoline",31,"Automatic","Midsize Car",2007,"N","N","N"
21,355.48,4,2.4,"Front-Wheel Drive","Regular Gasoline",31,"Manual","Midsize Car",2007,"N","N","N"
20,386.3913043478,6,2.7,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize Car",2007,"N","N","N"
15,493.7222222222,6,3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1986,"N","N","N"
19,403.9545454545,6,3.5,"Rear-Wheel Drive","Premium Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
18,444.35,6,3.5,"4-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2007,"N","N","N"
16,467.7368421053,8,4.3,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2007,"N","N","N"
17,444.35,8,4.6,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2007,"N","N","N"
16,467.7368421053,8,4.6,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
20,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2007,"N","N","N"
20,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize Car",2007,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2007,"N","N","N"
17,467.7368421053,6,3,"4-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
16,467.7368421053,6,3.5,"4-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2007,"N","N","N"
19,423.1904761905,4,2,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1986,"N","N","N"
17,444.35,6,3.5,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2007,"N","N","N"
